id,text,department,urgency,language,channel
T0741,Just saying thanks to the support agent who helped yesterday. waiting since morning.,Feedback / General,P4,en,web
T0742,"Seller off-app payment maang raha hai, scam lag raha hai.",Abuse / Safety / Fraud,P2,hinglish,web
T0743,Paid order 95634 marked delivered but nothing arrived. This is urgent. Raised via app chat.,Product / Order / Delivery,P1,en,email
T0744,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। ग्राहक आईडी C63194।,Technical / App crash,P2,hi,whatsapp
T0745,Just saying thanks to the support agent who helped yesterday. Ticket for order follow-up.,Feedback / General,P4,en,email
T0746,"Please explain the extra ₹2,050 convenience fee on last month's invoice. Customer id C77441.",Billing & Payments,P3,en,email
T0747,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। कृपया जल्दी जवाब दें।",Account / KYC / Login,P2,hi,web
T0748,Phishing SMS used your brand. They asked for OTP. Please investigate.,Abuse / Safety / Fraud,P1,en,email
T0749,ऑर्डर 63857 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। कृपया जल्दी जवाब दें। ok,Product / Order / Delivery,P1,hi,email
T0750,मेरे खाते से ₹499 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए।,Billing & Payments,P1,hi,email
T0751,Someone else logged into my account. Please freeze it now. Please help.,Account / KYC / Login,P1,en,web
T0752,Help centre me Hindi articles add karo please.,Feedback / General,P3,hinglish,whatsapp
T0753,Could you add Hindi language to the help centre articles? Customer id C73133.,Feedback / General,P3,en,email
T0754,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,web
T0755,"पिछले बिल में अतिरिक्त शुल्क ₹2,050 क्यों लगाया गया?",Billing & Payments,P3,hi,app
T0756,"Last bill me extra ₹89 kyun add kiya, samjhao. bahut zaruri hai bhai.",Billing & Payments,P3,hinglish,email
T0757,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। कृपया जल्दी जवाब दें।,Technical / App crash,P2,hi,email
T0758,Dark mode contrast is too low on the settings screen. Need update today.,Technical / App crash,P3,en,email
T0759,नया डैशबोर्ड अच्छा लगा। धन्यवाद।,Feedback / General,P4,hi,web
T0760,Could you add Hindi language to the help centre articles? Customer id C15693.,Feedback / General,P3,en,whatsapp
T0761,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,app
T0762,Registered number kaise change karein profile me?,Account / KYC / Login,P3,hinglish,app
T0763,Cannot login after KYC update. OTP never arrives. Raised via app chat.,Account / KYC / Login,P2,en,app
T0764,"Settings page slow hai, 5 second lagata hai load hone me. !!!",Technical / App crash,P3,hinglish,web
T0765,"Login nahi ho raha, OTP nahi aa raha hai. bahut zaruri hai bhai.",Account / KYC / Login,P2,hinglish,web
T0766,Someone else logged into my account. Please freeze it now. waiting since morning.,Account / KYC / Login,P1,en,whatsapp
T0767,Seller listing looks fake. They asked me to pay off-app.,Abuse / Safety / Fraud,P2,en,whatsapp
T0768,Someone else logged into my account. Please freeze it now.,Account / KYC / Login,P1,en,app
T0769,A user threatened me in chat and shared my address. Unsafe. Ticket for order follow-up.,Abuse / Safety / Fraud,P1,en,whatsapp
T0770,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है। कृपया जल्दी जवाब दें।",Abuse / Safety / Fraud,P1,hi,app
T0771,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है।,Abuse / Safety / Fraud,P2,hi,whatsapp
T0772,How do I download GST invoice for order 18399? Customer id C18399.,Billing & Payments,P3,en,app
T0773,Phishing SMS used your brand. They asked for OTP. Please investigate. Raised via app chat.,Abuse / Safety / Fraud,P1,en,app
T0774,Help centre me Hindi articles add karo please. ok,Feedback / General,P3,hinglish,web
T0775,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do.",Billing & Payments,P1,hinglish,app
T0776,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। कृपया जल्दी जवाब दें।",Account / KYC / Login,P2,hi,web
T0777,I want to report spam messages in the in-app inbox.,Abuse / Safety / Fraud,P3,en,email
T0778,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। यह बहुत जरूरी है।,Technical / App crash,P2,hi,web
T0779,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें।,Account / KYC / Login,P1,hi,whatsapp
T0780,"Naya dashboard bahut accha hai, shukriya. customer id C62947.",Feedback / General,P4,hinglish,app
T0781,Checkout pe app hang ho jati hai Android pe. customer id C19487.,Technical / App crash,P2,hinglish,web
T0782,Just saying thanks to the support agent who helped yesterday.,Feedback / General,P4,en,whatsapp
T0783,I want to report spam messages in the in-app inbox.,Abuse / Safety / Fraud,P3,en,app
T0784,Dark mode contrast is too low on the settings screen. Need update today.,Technical / App crash,P3,en,email
T0785,"Order 40137 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya.",Product / Order / Delivery,P1,hinglish,app
T0786,"Mera order nahi aaya, tracking 4 din se same hai. customer id C44517.",Product / Order / Delivery,P2,hinglish,web
T0787,"Please explain the extra ₹1,299 convenience fee on last month's invoice.",Billing & Payments,P3,en,email
T0788,नया डैशबोर्ड अच्छा लगा। धन्यवाद। कृपया जल्दी जवाब दें।,Feedback / General,P4,hi,email
T0789,The new search is nicer. Small suggestion: remember last filter. Customer id C36170.,Technical / App crash,P4,en,email
T0790,"Last bill me extra ₹1,299 kyun add kiya, samjhao.",Billing & Payments,P3,hinglish,app
T0791,FYI I updated my billing address. No issue otherwise. Please help.,Billing & Payments,P4,en,app
T0792,Love the new dashboard. Keep it up. waiting since morning.,Feedback / General,P4,en,web
T0793,The new search is nicer. Small suggestion: remember last filter.,Technical / App crash,P4,en,email
T0794,I cannot pay my bill. Card is declined every time I try checkout.,Billing & Payments,P2,en,app
T0795,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। कृपया जल्दी जवाब दें।,Technical / App crash,P1,hi,app
T0796,"Mera order nahi aaya, tracking 4 din se same hai. customer id C77922.",Product / Order / Delivery,P2,hinglish,app
T0797,"Order 37623 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya.",Product / Order / Delivery,P1,hinglish,web
T0798,Can I change the delivery slot for order 44039 to Saturday? Raised via app chat.,Product / Order / Delivery,P3,en,whatsapp
T0799,Can I change the delivery slot for order 54970 to Saturday? Ticket for order follow-up.,Product / Order / Delivery,P3,en,email
T0800,"Login nahi ho raha, OTP nahi aa raha hai.",Account / KYC / Login,P2,hinglish,email
T0801,"Settings page slow hai, 5 second lagata hai load hone me. kripya jaldi reply do.",Technical / App crash,P3,hinglish,email
T0802,Checkout pe app hang ho jati hai Android pe. bahut zaruri hai bhai.,Technical / App crash,P2,hinglish,email
T0803,Dark mode contrast is too low on the settings screen.,Technical / App crash,P3,en,web
T0804,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है। ग्राहक आईडी C73782।",Abuse / Safety / Fraud,P1,hi,app
T0805,"Kisi aur ne mera account hack kar liya hai, turant band karo. kripya jaldi reply do.",Account / KYC / Login,P1,hinglish,web
T0806,Dark mode contrast is too low on the settings screen.,Technical / App crash,P3,en,web
T0807,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। ग्राहक आईडी C57226। ??",Account / KYC / Login,P2,hi,web
T0808,Could you add Hindi language to the help centre articles? Ticket for order follow-up.,Feedback / General,P3,en,web
T0809,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें।,Account / KYC / Login,P1,hi,whatsapp
T0810,Can I change the delivery slot for order 47555 to Saturday? Ticket for order follow-up.,Product / Order / Delivery,P3,en,web
T0811,"Login nahi ho raha, OTP nahi aa raha hai. kripya jaldi reply do. pls",Account / KYC / Login,P2,hinglish,email
T0812,How do I change the registered mobile number on my profile? Raised via app chat.,Account / KYC / Login,P3,en,whatsapp
T0813,I did not request this password reset. Possible account takeover.,Account / KYC / Login,P1,en,email
T0814,Love the new dashboard. Keep it up. Customer id C13027.,Feedback / General,P4,en,app
T0815,"UPI fail hua lekin paise nahi aaye wapas, TXN31877 check karo. kripya jaldi reply do.",Billing & Payments,P2,hinglish,whatsapp
T0816,Checkout pe app hang ho jati hai Android pe.,Technical / App crash,P2,hinglish,app
T0817,"Thanks, the refund for invoice 44400 arrived. Just confirming. Need update today.",Billing & Payments,P4,en,whatsapp
T0818,PAN upload keeps failing and I am locked out of the dashboard. Raised via app chat.,Account / KYC / Login,P2,en,email
T0819,"मेरे खाते से ₹1,299 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। यह बहुत जरूरी है। pls",Billing & Payments,P1,hi,web
T0820,Could you add Hindi language to the help centre articles? Raised via app chat.,Feedback / General,P3,en,email
T0821,Help centre me Hindi articles add karo please.,Feedback / General,P3,hinglish,whatsapp
T0822,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। ग्राहक आईडी C93858।,Technical / App crash,P2,hi,email
T0823,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। ग्राहक आईडी C21738।,Abuse / Safety / Fraud,P2,hi,web
T0824,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN49789 चेक करें। यह बहुत जरूरी है।,Billing & Payments,P2,hi,email
T0825,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें। urgent,Account / KYC / Login,P1,hi,whatsapp
T0826,PAN upload keeps failing and I am locked out of the dashboard. Raised via app chat.,Account / KYC / Login,P2,en,app
T0827,Checkout pe app hang ho jati hai Android pe.,Technical / App crash,P2,hinglish,whatsapp
T0828,"Kisi aur ne mera account hack kar liya hai, turant band karo.",Account / KYC / Login,P1,hinglish,email
T0829,Someone else logged into my account. Please freeze it now. Customer id C20382.,Account / KYC / Login,P1,en,web
T0830,Cannot login after KYC update. OTP never arrives.,Account / KYC / Login,P2,en,app
T0831,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। यह बहुत जरूरी है।",Billing & Payments,P4,hi,whatsapp
T0832,I did not request this password reset. Possible account takeover. Customer id C91625.,Account / KYC / Login,P1,en,email
T0833,I cannot pay my bill. Card is declined every time I try checkout. Ticket for order follow-up.,Billing & Payments,P2,en,web
T0834,I did not request this password reset. Possible account takeover. Please help.,Account / KYC / Login,P1,en,email
T0835,Payment was deducted twice for invoice 74694 and my account still shows overdue. waiting since morning.,Billing & Payments,P1,en,whatsapp
T0836,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। ग्राहक आईडी C70776।",Account / KYC / Login,P2,hi,email
T0837,I cannot pay my bill. Card is declined every time I try checkout. Need update today.,Billing & Payments,P2,en,email
T0838,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do. kripya jaldi reply do.",Billing & Payments,P1,hinglish,email
T0839,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? यह बहुत जरूरी है।,Account / KYC / Login,P3,hi,app
T0840,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है।,Technical / App crash,P2,hi,web
T0841,"Naya dashboard bahut accha hai, shukriya. kripya jaldi reply do.",Feedback / General,P4,hinglish,app
T0842,Someone else logged into my account. Please freeze it now. Customer id C73075.,Account / KYC / Login,P1,en,app
T0843,Could you add Hindi language to the help centre articles? Need update today.,Feedback / General,P3,en,whatsapp
T0844,How do I change the registered mobile number on my profile? Raised via app chat.,Account / KYC / Login,P3,en,whatsapp
T0845,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है। यह बहुत जरूरी है।",Abuse / Safety / Fraud,P1,hi,whatsapp
T0846,"Mera order nahi aaya, tracking 4 din se same hai. customer id C88146.",Product / Order / Delivery,P2,hinglish,email
T0847,पिछले बिल में अतिरिक्त शुल्क ₹499 क्यों लगाया गया?,Billing & Payments,P3,hi,app
T0848,I cannot pay my bill. Card is declined every time I try checkout. Need update today.,Billing & Payments,P2,en,email
T0849,How do I change the registered mobile number on my profile?,Account / KYC / Login,P3,en,app
T0850,"Mera order nahi aaya, tracking 4 din se same hai. bahut zaruri hai bhai.",Product / Order / Delivery,P2,hinglish,app
T0851,The new search is nicer. Small suggestion: remember last filter.,Technical / App crash,P4,en,email
T0852,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha.",Technical / App crash,P1,hinglish,email
T0853,"Please explain the extra ₹1,299 convenience fee on last month's invoice.",Billing & Payments,P3,en,web
T0854,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. kripya jaldi reply do.",Technical / App crash,P1,hinglish,whatsapp
T0855,Phishing SMS used your brand. They asked for OTP. Please investigate. waiting since morning.,Abuse / Safety / Fraud,P1,en,email
T0856,How do I change the registered mobile number on my profile? Customer id C18302.,Account / KYC / Login,P3,en,whatsapp
T0857,I want to report spam messages in the in-app inbox. Raised via app chat.,Abuse / Safety / Fraud,P3,en,web
T0858,FYI I updated my billing address. No issue otherwise. Please help.,Billing & Payments,P4,en,email
T0859,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। यह बहुत जरूरी है।",Billing & Payments,P4,hi,app
T0860,UPI payment failed yet ₹89 left my bank. Transaction id TXN84843.,Billing & Payments,P2,en,web
T0861,I cannot pay my bill. Card is declined every time I try checkout. Need update today. !!!,Billing & Payments,P2,en,whatsapp
T0862,"Naya dashboard bahut accha hai, shukriya. kripya jaldi reply do.",Feedback / General,P4,hinglish,whatsapp
T0863,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho.",Abuse / Safety / Fraud,P1,hinglish,app
T0864,Phishing SMS used your brand. They asked for OTP. Please investigate. Need update today.,Abuse / Safety / Fraud,P1,en,app
T0865,"Thanks, the refund for invoice 40279 arrived. Just confirming. Customer id C40279.",Billing & Payments,P4,en,email
T0866,"Settings page slow hai, 5 second lagata hai load hone me.",Technical / App crash,P3,hinglish,whatsapp
T0867,A user threatened me in chat and shared my address. Unsafe.,Abuse / Safety / Fraud,P1,en,whatsapp
T0868,Just saying thanks to the support agent who helped yesterday. Ticket for order follow-up.,Feedback / General,P4,en,web
T0869,ऑर्डर 30732 चार दिन से अटका हुआ है। ग्राहक आईडी C30732।,Product / Order / Delivery,P2,hi,web
T0870,Love the new dashboard. Keep it up.,Feedback / General,P4,en,web
T0871,Order 41551 is 4 days late. Tracking has not moved.,Product / Order / Delivery,P2,en,web
T0872,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। ??",Account / KYC / Login,P2,hi,web
T0873,Order 12136 is 4 days late. Tracking has not moved. Raised via app chat. !!!,Product / Order / Delivery,P2,en,email
T0874,Love the new dashboard. Keep it up. Raised via app chat.,Feedback / General,P4,en,email
T0875,"Thanks, the refund for invoice 14946 arrived. Just confirming. waiting since morning.",Billing & Payments,P4,en,web
T0876,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। कृपया जल्दी जवाब दें।",Account / KYC / Login,P2,hi,web
T0877,How do I download GST invoice for order 84774? Customer id C84774.,Billing & Payments,P3,en,web
T0878,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,app
T0879,Order 94181 is 4 days late. Tracking has not moved. Please help.,Product / Order / Delivery,P2,en,whatsapp
T0880,How do I download GST invoice for order 17329? waiting since morning.,Billing & Payments,P3,en,whatsapp
T0881,"Login nahi ho raha, OTP nahi aa raha hai.",Account / KYC / Login,P2,hinglish,whatsapp
T0882,I cannot pay my bill. Card is declined every time I try checkout. waiting since morning.,Billing & Payments,P2,en,email
T0883,How do I change the registered mobile number on my profile? Ticket for order follow-up. urgent,Account / KYC / Login,P3,en,whatsapp
T0884,Seller listing looks fake. They asked me to pay off-app. Customer id C88005.,Abuse / Safety / Fraud,P2,en,whatsapp
T0885,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN27326 चेक करें। यह बहुत जरूरी है।,Billing & Payments,P2,hi,app
T0886,Checkout pe app hang ho jati hai Android pe. kripya jaldi reply do.,Technical / App crash,P2,hinglish,whatsapp
T0887,I want to report spam messages in the in-app inbox.,Abuse / Safety / Fraud,P3,en,whatsapp
T0888,"Kisi aur ne mera account hack kar liya hai, turant band karo.",Account / KYC / Login,P1,hinglish,email
T0889,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon.",Billing & Payments,P4,hinglish,app
T0890,FYI I updated my billing address. No issue otherwise.,Billing & Payments,P4,en,email
T0891,How do I change the registered mobile number on my profile? Raised via app chat.,Account / KYC / Login,P3,en,web
T0892,Can I change the delivery slot for order 67961 to Saturday? !!!,Product / Order / Delivery,P3,en,email
T0893,"Order 58997 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya. kripya jaldi reply do.",Product / Order / Delivery,P1,hinglish,app
T0894,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. customer id C91396. ??",Billing & Payments,P4,hinglish,web
T0895,App crashes on launch since the last update. Completely unusable. waiting since morning.,Technical / App crash,P1,en,email
T0896,"UPI fail hua lekin paise nahi aaye wapas, TXN81620 check karo.",Billing & Payments,P2,hinglish,email
T0897,"Mera order nahi aaya, tracking 4 din se same hai.",Product / Order / Delivery,P2,hinglish,app
T0898,Someone else logged into my account. Please freeze it now. Raised via app chat.,Account / KYC / Login,P1,en,web
T0899,I cannot pay my bill. Card is declined every time I try checkout. Need update today.,Billing & Payments,P2,en,web
T0900,ऑर्डर 96520 चार दिन से अटका हुआ है। यह बहुत जरूरी है। urgent,Product / Order / Delivery,P2,hi,email
T0901,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? ग्राहक आईडी C76655।,Account / KYC / Login,P3,hi,app
T0902,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है।",Billing & Payments,P4,hi,app
T0903,"UPI payment failed yet ₹2,050 left my bank. Transaction id TXN42426. waiting since morning.",Billing & Payments,P2,en,email
T0904,"Charged ₹2,050 but the service is completely down. Need an immediate refund. waiting since morning.",Billing & Payments,P1,en,email
T0905,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। ग्राहक आईडी C46159।,Technical / App crash,P1,hi,app
T0906,Help centre me Hindi articles add karo please. bahut zaruri hai bhai.,Feedback / General,P3,hinglish,whatsapp
T0907,ऑर्डर 27991 चार दिन से अटका हुआ है।,Product / Order / Delivery,P2,hi,email
T0908,"Login nahi ho raha, OTP nahi aa raha hai.",Account / KYC / Login,P2,hinglish,web
T0909,App crashes on launch since the last update. Completely unusable. Customer id C81071.,Technical / App crash,P1,en,email
T0910,Could you add Hindi language to the help centre articles? Ticket for order follow-up.,Feedback / General,P3,en,email
T0911,ऑर्डर 84035 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। ग्राहक आईडी C84035। ok,Product / Order / Delivery,P1,hi,app
T0912,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। यह बहुत जरूरी है।",Billing & Payments,P4,hi,whatsapp
T0913,"Login nahi ho raha, OTP nahi aa raha hai. customer id C49760.",Account / KYC / Login,P2,hinglish,email
T0914,"Thanks, the refund for invoice 27241 arrived. Just confirming. Please help.",Billing & Payments,P4,en,web
T0915,Order 84323 is 4 days late. Tracking has not moved. Customer id C84323.,Product / Order / Delivery,P2,en,app
T0916,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें। कृपया जल्दी जवाब दें।,Account / KYC / Login,P1,hi,whatsapp
T0917,Delivery slot Saturday kar sakte ho kya order 95140 ka? bahut zaruri hai bhai.,Product / Order / Delivery,P3,hinglish,whatsapp
T0918,Dark mode contrast is too low on the settings screen. Customer id C28024.,Technical / App crash,P3,en,whatsapp
T0919,Seller listing looks fake. They asked me to pay off-app.,Abuse / Safety / Fraud,P2,en,email
T0920,Seller listing looks fake. They asked me to pay off-app. Ticket for order follow-up.,Abuse / Safety / Fraud,P2,en,whatsapp
T0921,Could you add Hindi language to the help centre articles? waiting since morning.,Feedback / General,P3,en,email
T0922,Registered number kaise change karein profile me?,Account / KYC / Login,P3,hinglish,whatsapp
T0923,Phishing SMS used your brand. They asked for OTP. Please investigate. Please help.,Abuse / Safety / Fraud,P1,en,whatsapp
T0924,Checkout page spins forever on Android 14. Order cannot be placed.,Technical / App crash,P2,en,app
T0925,Checkout pe app hang ho jati hai Android pe. bahut zaruri hai bhai.,Technical / App crash,P2,hinglish,whatsapp
T0926,Just saying thanks to the support agent who helped yesterday.,Feedback / General,P4,en,web
T0927,Can I change the delivery slot for order 17149 to Saturday?,Product / Order / Delivery,P3,en,whatsapp
T0928,How do I download GST invoice for order 75622? Ticket for order follow-up.,Billing & Payments,P3,en,email
T0929,"Kisi aur ne mera account hack kar liya hai, turant band karo. urgent",Account / KYC / Login,P1,hinglish,email
T0930,Just saying thanks to the support agent who helped yesterday. Raised via app chat.,Feedback / General,P4,en,email
T0931,Delivery slot Saturday kar sakte ho kya order 26193 ka? kripya jaldi reply do.,Product / Order / Delivery,P3,hinglish,web
T0932,How do I download GST invoice for order 78657? Ticket for order follow-up.,Billing & Payments,P3,en,whatsapp
T0933,"UPI payment failed yet ₹2,050 left my bank. Transaction id TXN32398. Ticket for order follow-up.",Billing & Payments,P2,en,email
T0934,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। ग्राहक आईडी C16725।",Billing & Payments,P4,hi,whatsapp
T0935,Cannot login after KYC update. OTP never arrives. Need update today.,Account / KYC / Login,P2,en,email
T0936,Payment was deducted twice for invoice 91600 and my account still shows overdue. Please help.,Billing & Payments,P1,en,whatsapp
T0937,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. bahut zaruri hai bhai.",Technical / App crash,P1,hinglish,whatsapp
T0938,Checkout page spins forever on Android 14. Order cannot be placed. Need update today.,Technical / App crash,P2,en,app
T0939,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon.",Billing & Payments,P4,hinglish,email
T0940,I cannot pay my bill. Card is declined every time I try checkout. Please help.,Billing & Payments,P2,en,app
T0941,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN14250 चेक करें। ग्राहक आईडी C14250।,Billing & Payments,P2,hi,app
T0942,"Thanks, the refund for invoice 64651 arrived. Just confirming. Ticket for order follow-up.",Billing & Payments,P4,en,email
T0943,Checkout page spins forever on Android 14. Order cannot be placed. Please help.,Technical / App crash,P2,en,web
T0944,How do I change the registered mobile number on my profile? Need update today.,Account / KYC / Login,P3,en,app
T0945,Cannot login after KYC update. OTP never arrives. Need update today.,Account / KYC / Login,P2,en,web
T0946,"KYC approved, thanks for the quick help. Customer id C79081.",Account / KYC / Login,P4,en,app
T0947,"Thanks, the refund for invoice 84890 arrived. Just confirming.",Billing & Payments,P4,en,web
T0948,Registered number kaise change karein profile me? customer id C89802.,Account / KYC / Login,P3,hinglish,web
T0949,"Naya dashboard bahut accha hai, shukriya.",Feedback / General,P4,hinglish,whatsapp
T0950,The new search is nicer. Small suggestion: remember last filter. Raised via app chat.,Technical / App crash,P4,en,app
T0951,FYI I updated my billing address. No issue otherwise. Need update today.,Billing & Payments,P4,en,email
T0952,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। pls,Abuse / Safety / Fraud,P2,hi,email
T0953,Payment was deducted twice for invoice 93967 and my account still shows overdue. Raised via app chat.,Billing & Payments,P1,en,app
T0954,PAN upload keeps failing and I am locked out of the dashboard. Please help.,Account / KYC / Login,P2,en,web
T0955,"KYC approved, thanks for the quick help. Ticket for order follow-up.",Account / KYC / Login,P4,en,web
T0956,"Naya dashboard bahut accha hai, shukriya.",Feedback / General,P4,hinglish,email
T0957,Dark mode contrast is too low on the settings screen. waiting since morning.,Technical / App crash,P3,en,whatsapp
T0958,"Naya dashboard bahut accha hai, shukriya.",Feedback / General,P4,hinglish,web
T0959,Checkout pe app hang ho jati hai Android pe. bahut zaruri hai bhai.,Technical / App crash,P2,hinglish,web
T0960,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। कृपया जल्दी जवाब दें।,Abuse / Safety / Fraud,P2,hi,app
T0961,"KYC approved, thanks for the quick help.",Account / KYC / Login,P4,en,app
T0962,Could you add Hindi language to the help centre articles? Please help.,Feedback / General,P3,en,app
T0963,The new search is nicer. Small suggestion: remember last filter.,Technical / App crash,P4,en,web
T0964,"UPI fail hua lekin paise nahi aaye wapas, TXN78825 check karo. bahut zaruri hai bhai.",Billing & Payments,P2,hinglish,app
T0965,I want to report spam messages in the in-app inbox.,Abuse / Safety / Fraud,P3,en,whatsapp
T0966,नया डैशबोर्ड अच्छा लगा। धन्यवाद। कृपया जल्दी जवाब दें।,Feedback / General,P4,hi,whatsapp
T0967,Phishing SMS used your brand. They asked for OTP. Please investigate. waiting since morning.,Abuse / Safety / Fraud,P1,en,app
T0968,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. bahut zaruri hai bhai.",Abuse / Safety / Fraud,P1,hinglish,whatsapp
T0969,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? यह बहुत जरूरी है।,Account / KYC / Login,P3,hi,app
T0970,"Order 87894 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya. customer id C87894.",Product / Order / Delivery,P1,hinglish,app
T0971,"Thanks, the refund for invoice 78233 arrived. Just confirming. Please help.",Billing & Payments,P4,en,web
T0972,Order 37504 arrived in good condition. Thank you. Customer id C37504.,Product / Order / Delivery,P4,en,web
T0973,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. kripya jaldi reply do.",Technical / App crash,P1,hinglish,email
T0974,I did not request this password reset. Possible account takeover. Need update today.,Account / KYC / Login,P1,en,web
T0975,Checkout pe app hang ho jati hai Android pe. bahut zaruri hai bhai.,Technical / App crash,P2,hinglish,web
T0976,"Settings page slow hai, 5 second lagata hai load hone me. kripya jaldi reply do.",Technical / App crash,P3,hinglish,web
T0977,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. bahut zaruri hai bhai. ??",Technical / App crash,P1,hinglish,app
T0978,प्रोफाइल पर मोबाइल नंबर कैसे बदलें?,Account / KYC / Login,P3,hi,whatsapp
T0979,Can I change the delivery slot for order 56612 to Saturday? waiting since morning.,Product / Order / Delivery,P3,en,app
T0980,"Naya dashboard bahut accha hai, shukriya. kripya jaldi reply do.",Feedback / General,P4,hinglish,whatsapp
T0981,"Thanks, the refund for invoice 69714 arrived. Just confirming.",Billing & Payments,P4,en,email
T0982,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN90863 चेक करें। ग्राहक आईडी C90863।,Billing & Payments,P2,hi,web
T0983,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है। urgent",Abuse / Safety / Fraud,P1,hi,app
T0984,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें। कृपया जल्दी जवाब दें।,Account / KYC / Login,P1,hi,web
T0985,Order 85324 is 4 days late. Tracking has not moved. Need update today.,Product / Order / Delivery,P2,en,app
T0986,How do I change the registered mobile number on my profile? Raised via app chat.,Account / KYC / Login,P3,en,whatsapp
T0987,Paid order 64190 marked delivered but nothing arrived. This is urgent. Customer id C64190.,Product / Order / Delivery,P1,en,whatsapp
T0988,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? कृपया जल्दी जवाब दें।,Account / KYC / Login,P3,hi,whatsapp
T0989,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,email
T0990,ऑर्डर 97766 चार दिन से अटका हुआ है।,Product / Order / Delivery,P2,hi,app
